Cd_Mun;Município;area_plantada_ha
4309654;Hulha Negra (RS);18192
4309704;Humaitá (RS);12477
4309753;Ibarama (RS);7109
4309803;Ibiaçá (RS);28313
4309902;Ibiraiaras (RS);17203
4309951;Ibirapuitã (RS);23082
4310009;Ibirubá (RS);60145
4310108;Igrejinha (RS);303
4310207;Ijuí (RS);58862
4310306;Ilópolis (RS);5986
4310330;Imbé (RS);2
4310363;Imigrante (RS);539
4310405;Independência (RS);33606
4310413;Inhacorá (RS);10647
4310439;Ipê (RS);13435
4310462;Ipiranga do Sul (RS);13530
4310504;Iraí (RS);10884
4310538;Itaara (RS);3794
4310553;Itacurubi (RS);15736
4310579;Itapuca (RS);7162
4310603;Itaqui (RS);113658
4310652;Itati (RS);492
4310702;Itatiba do Sul (RS);4296
4310751;Ivorá (RS);5217
4310801;Ivoti (RS);316
4310850;Jaboticaba (RS);10769
4310876;Jacuizinho (RS);25008
4310900;Jacutinga (RS);16500
4311007;Jaguarão (RS);66130
4311106;Jaguari (RS);15496
4311122;Jaquirana (RS);911
4311130;Jari (RS);59640
4311155;Jóia (RS);115282
4311205;Júlio de Castilhos (RS);109016
4311239;Lagoa Bonita do Sul (RS);4542
4311254;Lagoão (RS);14630
4311270;Lagoa dos Três Cantos (RS);12965
4311304;Lagoa Vermelha (RS);57772
4311403;Lajeado (RS);1418
4311429;Lajeado do Bugre (RS);7090
4311502;Lavras do Sul (RS);29773
4311601;Liberato Salzano (RS);13260
4311627;Lindolfo Collor (RS);469
4311643;Linha Nova (RS);353
4311700;Machadinho (RS);14275
4311718;Maçambará (RS);65962
4311734;Mampituba (RS);3674
4311759;Manoel Viana (RS);53764
4311775;Maquiné (RS);2553
4311791;Maratá (RS);535
4311809;Marau (RS);45153
4311908;Marcelino Ramos (RS);6815
4311981;Mariana Pimentel (RS);3582
4312005;Mariano Moro (RS);3033
4312054;Marques de Souza (RS);1426
4312104;Mata (RS);6494
4312138;Mato Castelhano (RS);12560
4312153;Mato Leitão (RS);2640
4312179;Mato Queimado (RS);9160
4312203;Maximiliano de Almeida (RS);9140
4312252;Minas do Leão (RS);12585
4312302;Miraguaí (RS);8531
4312351;Montauri (RS);5207
4312377;Monte Alegre dos Campos (RS);5909
4312385;Monte Belo do Sul (RS);2440
4312401;Montenegro (RS);3084
4312427;Mormaço (RS);12983
4312443;Morrinhos do Sul (RS);4814
4312450;Morro Redondo (RS);3067
4312476;Morro Reuter (RS);695
4312500;Mostardas (RS);42361
4312609;Muçum (RS);1821
4312617;Muitos Capões (RS);81387
4312625;Muliterno (RS);5106
4312658;Não-Me-Toque (RS);33710
4312674;Nicolau Vergueiro (RS);11721
4312708;Nonoai (RS);21862
4312757;Nova Alvorada (RS);7390
4312807;Nova Araçá (RS);1986
4312906;Nova Bassano (RS);7036
4312955;Nova Boa Vista (RS);6854
4313003;Nova Bréscia (RS);488
4313011;Nova Candelária (RS);4917
4313037;Nova Esperança do Sul (RS);5209
4313060;Nova Hartz (RS);610
4313086;Nova Pádua (RS);2450
4313102;Nova Palma (RS);12812
4313201;Nova Petrópolis (RS);1843
4313300;Nova Prata (RS);4162
4313334;Nova Ramada (RS);24482
4313359;Nova Roma do Sul (RS);2533
4313375;Nova Santa Rita (RS);4339
4313391;Novo Cabrais (RS);11286
4313409;Novo Hamburgo (RS);2449
4313425;Novo Machado (RS);20891
4313441;Novo Tiradentes (RS);5536
4313466;Novo Xingu (RS);5532
4313490;Novo Barreiro (RS);8176
4313508;Osório (RS);6305
4313607;Paim Filho (RS);7134
4313656;Palmares do Sul (RS);17130
4313706;Palmeira das Missões (RS);169592
4313805;Palmitinho (RS);4202
4313904;Panambi (RS);35853
4313953;Pantano Grande (RS);27076
4314001;Paraí (RS);2902
4314027;Paraíso do Sul (RS);12896
4314035;Pareci Novo (RS);1261
4314050;Parobé (RS);702
4314068;Passa Sete (RS);10684
4314076;Passo do Sobrado (RS);9974
4314100;Passo Fundo (RS);47279
4314134;Paulo Bento (RS);7891
4314159;Paverama (RS);1671
4314175;Pedras Altas (RS);37481
4314209;Pedro Osório (RS);11612
4314308;Pejuçara (RS);42152
4314407;Pelotas (RS);44284
4314423;Picada Café (RS);370
4314456;Pinhal (RS);2782
4314464;Pinhal da Serra (RS);8786
4314472;Pinhal Grande (RS);22192
4314498;Pinheirinho do Vale (RS);2854
4314506;Pinheiro Machado (RS);7875
4314548;Pinto Bandeira (RS);3274
4314555;Pirapó (RS);9064
4314605;Piratini (RS);44919
4314704;Planalto (RS);6677
4314753;Poço das Antas (RS);323
4314779;Pontão (RS);40969
4314787;Ponte Preta (RS);5942
4314803;Portão (RS);1061
4314902;Porto Alegre (RS);995
4315008;Porto Lucena (RS);7571
4315057;Porto Mauá (RS);6044
4315073;Porto Vera Cruz (RS);1399
4315107;Porto Xavier (RS);3486
4315131;Pouso Novo (RS);1331
4315149;Presidente Lucena (RS);625
4315156;Progresso (RS);3197
4315172;Protásio Alves (RS);2786
4315206;Putinga (RS);4600
4315305;Quaraí (RS);11564
4315313;Quatro Irmãos (RS);17527
4315321;Quevedos (RS);27638
4315354;Quinze de Novembro (RS);11498
4315404;Redentora (RS);21584
4315453;Relvado (RS);1451
4315503;Restinga Sêca (RS);43529
4315552;Rio dos Índios (RS);11029
4315602;Rio Grande (RS);27438
4315701;Rio Pardo (RS);84590
4315750;Riozinho (RS);576
4315800;Roca Sales (RS);4450
4315909;Rodeio Bonito (RS);6420
4315958;Rolador (RS);21427
4316006;Rolante (RS);2439
4316105;Ronda Alta (RS);35298
4316204;Rondinha (RS);15554
4316303;Roque Gonzales (RS);13340
4316402;Rosário do Sul (RS);60545
4316428;Sagrada Família (RS);7516
4316436;Saldanha Marinho (RS);18517
4316451;Salto do Jacuí (RS);35078
4316477;Salvador das Missões (RS);6287
4316501;Salvador do Sul (RS);1204
4316600;Sananduva (RS);27923
4316709;Santa Bárbara do Sul (RS);104215
4316733;Santa Cecília do Sul (RS);13135
4316758;Santa Clara do Sul (RS);2388
4316808;Santa Cruz do Sul (RS);17019
4316907;Santa Maria (RS);56913
4316956;Santa Maria do Herval (RS);2110
4316972;Santa Margarida do Sul (RS);43654
4317004;Santana da Boa Vista (RS);37552
4317103;Sant'Ana do Livramento (RS);68089
4317202;Santa Rosa (RS);33167
4317251;Santa Tereza (RS);1204
4317301;Santa Vitória do Palmar (RS);91671
4317400;Santiago (RS);56596
4317509;Santo Ângelo (RS);50725
4317558;Santo Antônio do Palma (RS);5383
4317608;Santo Antônio da Patrulha (RS);22914
4317707;Santo Antônio das Missões (RS);71430
4317756;Santo Antônio do Planalto (RS);16463
4317806;Santo Augusto (RS);52875
4317905;Santo Cristo (RS);15680
4317954;Santo Expedito do Sul (RS);6629
4318002;São Borja (RS);122138
4318051;São Domingos do Sul (RS);2806
4318101;São Francisco de Assis (RS);59880
4318200;São Francisco de Paula (RS);15966
4318309;São Gabriel (RS);151320
4318408;São Jerônimo (RS);10056
4318424;São João da Urtiga (RS);8677
4318432;São João do Polêsine (RS);2941
4318440;São Jorge (RS);3954
4318457;São José das Missões (RS);7671
4318465;São José do Herval (RS);802
4318481;São José do Hortêncio (RS);1605
4318499;São José do Inhacorá (RS);3170
4318507;São José do Norte (RS);3393
4318606;São José do Ouro (RS);22819
4318614;São José do Sul (RS);1182
4318622;São José dos Ausentes (RS);4048
4318705;São Leopoldo (RS);199
4318804;São Lourenço do Sul (RS);74494
4318903;São Luiz Gonzaga (RS);113463
4319000;São Marcos (RS);2558
4319109;São Martinho (RS);19078
4319125;São Martinho da Serra (RS);35671
4319158;São Miguel das Missões (RS);107660
4319208;São Nicolau (RS);25768
4319307;São Paulo das Missões (RS);7117
4319356;São Pedro da Serra (RS);164
4319364;São Pedro das Missões (RS);9837
4319372;São Pedro do Butiá (RS);7238
4319406;São Pedro do Sul (RS);21554
4319505;São Sebastião do Caí (RS);1612
4319604;São Sepé (RS);89918
4319703;São Valentim (RS);5379
4319711;São Valentim do Sul (RS);1954
4319737;São Valério do Sul (RS);8863
4319752;São Vendelino (RS);99
4319802;São Vicente do Sul (RS);38641
4319901;Sapiranga (RS);555
4320008;Sapucaia do Sul (RS);10
4320107;Sarandi (RS);26970
4320206;Seberi (RS);22484
4320230;Sede Nova (RS);11660
4320263;Segredo (RS);11165
4320305;Selbach (RS);17113
4320321;Senador Salgado Filho (RS);14073
4320354;Sentinela do Sul (RS);6095
4320404;Serafina Corrêa (RS);5310
4320453;Sério (RS);936
4320503;Sertão (RS);43769
4320552;Sertão Santana (RS);5846
4320578;Sete de Setembro (RS);9439
4320602;Severiano de Almeida (RS);6356
4320651;Silveira Martins (RS);5219
4320677;Sinimbu (RS);9565
4320701;Sobradinho (RS);5979
4320800;Soledade (RS);48302
4320859;Tabaí (RS);195
4320909;Tapejara (RS);20051
4321006;Tapera (RS);17650
4321105;Tapes (RS);28864
4321204;Taquara (RS);1840
4321303;Taquari (RS);4354
4321329;Taquaruçu do Sul (RS);4927
4321352;Tavares (RS);3662
4321402;Tenente Portela (RS);23366
4321436;Terra de Areia (RS);1360
4321451;Teutônia (RS);2447
4321469;Tio Hugo (RS);8315
4321477;Tiradentes do Sul (RS);10118
4321493;Toropi (RS);4948
4321501;Torres (RS);4151
4321600;Tramandaí (RS);250
4321626;Travesseiro (RS);561
4321634;Três Arroios (RS);6839
4321667;Três Cachoeiras (RS);3578
4321709;Três Coroas (RS);472
4321808;Três de Maio (RS);35414
4321832;Três Forquilhas (RS);976
4321857;Três Palmeiras (RS);12647
4321907;Três Passos (RS);16293
4321956;Trindade do Sul (RS);17055
4322004;Triunfo (RS);12756
4322103;Tucunduva (RS);18675
4322152;Tunas (RS);9845
4322186;Tupanci do Sul (RS);7686
4322202;Tupanciretã (RS);174936
4322251;Tupandi (RS);950
4322301;Tuparendi (RS);20453
4322327;Turuçu (RS);9152
4322343;Ubiretama (RS);6906
4322350;União da Serra (RS);4580
4322376;Unistalda (RS);11238
4322400;Uruguaiana (RS);79579
4322509;Vacaria (RS);92437
4322525;Vale Verde (RS);9409
4322533;Vale do Sol (RS);12563
4322541;Vale Real (RS);682
4322558;Vanini (RS);2709
4322608;Venâncio Aires (RS);29778
4322707;Vera Cruz (RS);9704
4322806;Veranópolis (RS);3025
4322855;Vespasiano Corrêa (RS);3378
4322905;Viadutos (RS);14433
4323002;Viamão (RS);23939
4323101;Vicente Dutra (RS);11489
4323200;Victor Graeff (RS);20731
4323309;Vila Flores (RS);1576
4323358;Vila Lângaro (RS);12073
4323408;Vila Maria (RS);10987
4323457;Vila Nova do Sul (RS);15173
4323507;Vista Alegre (RS);3094
4323606;Vista Alegre do Prata (RS);2278
4323705;Vista Gaúcha (RS);5304
4323754;Vitória das Missões (RS);15494
4323770;Westfália (RS);235
4323804;Xangri-lá (RS);151
5000203;Água Clara (MS);3080
5000252;Alcinópolis (MS);14302
5000609;Amambai (MS);131835
5000708;Anastácio (MS);11209
5000807;Anaurilândia (MS);30966
5000856;Angélica (MS);64468
5000906;Antônio João (MS);62606
5001003;Aparecida do Taboado (MS);27095
5001102;Aquidauana (MS);412
5001243;Aral Moreira (MS);194089
5001508;Bandeirantes (MS);98317
5001904;Bataguassu (MS);14756
5002001;Batayporã (MS);51187
5002100;Bela Vista (MS);58530
5002159;Bodoquena (MS);7517
5002209;Bonito (MS);85994
5002308;Brasilândia (MS);8319
5002407;Caarapó (MS);196016
5002605;Camapuã (MS);31477
5002704;Campo Grande (MS);121036
5002803;Caracol (MS);3932
5002902;Cassilândia (MS);25354
5002951;Chapadão do Sul (MS);158032
5003108;Corguinho (MS);636
5003157;Coronel Sapucaia (MS);24978
5003207;Corumbá (MS);3381
5003256;Costa Rica (MS);203412
5003306;Coxim (MS);19932
5003454;Deodápolis (MS);28571
5003488;Dois Irmãos do Buriti (MS);14372
5003504;Douradina (MS);27865
5003702;Dourados (MS);366514
5003751;Eldorado (MS);36019
5003801;Fátima do Sul (MS);24230
5003900;Figueirão (MS);1757
5004007;Glória de Dourados (MS);6525
5004106;Guia Lopes da Laguna (MS);37681
5004304;Iguatemi (MS);31581
5004403;Inocência (MS);865
5004502;Itaporã (MS);160002
5004601;Itaquiraí (MS);83482
5004700;Ivinhema (MS);88968
5004809;Japorã (MS);5109
5004908;Jaraguari (MS);29720
5005004;Jardim (MS);23408
5005103;Jateí (MS);62839
5005152;Juti (MS);48229
5005202;Ladário (MS);31
5005251;Laguna Carapã (MS);190502
5005400;Maracaju (MS);565469
5005608;Miranda (MS);15638
5005681;Mundo Novo (MS);12493
5005707;Naviraí (MS);167888
5005806;Nioaque (MS);5242
5006002;Nova Alvorada do Sul (MS);158536
5006200;Nova Andradina (MS);81114
5006259;Novo Horizonte do Sul (MS);28243
5006275;Paraíso das Águas (MS);92012
5006309;Paranaíba (MS);13687
5006358;Paranhos (MS);12178
5006408;Pedro Gomes (MS);13230
5006606;Ponta Porã (MS);465569
5006903;Porto Murtinho (MS);5666
5007109;Ribas do Rio Pardo (MS);24384
5007208;Rio Brilhante (MS);304822
5007307;Rio Negro (MS);1055
5007406;Rio Verde de Mato Grosso (MS);22753
5007505;Rochedo (MS);7315
5007554;Santa Rita do Pardo (MS);857
5007695;São Gabriel do Oeste (MS);207360
5007703;Sete Quedas (MS);40023
5007802;Selvíria (MS);2933
5007901;Sidrolândia (MS);430563
5007935;Sonora (MS);103013
5007950;Tacuru (MS);19379
5007976;Taquarussu (MS);15652
5008008;Terenos (MS);35373
5008305;Três Lagoas (MS);908
5008404;Vicentina (MS);20339
5100102;Acorizal (MT);307
5100201;Água Boa (MT);198626
5100250;Alta Floresta (MT);42090
5100300;Alto Araguaia (MT);55429
5100359;Alto Boa Vista (MT);34965
5100409;Alto Garças (MT);140153
5100508;Alto Paraguai (MT);11407
5100607;Alto Taquari (MT);128973
5100805;Apiacás (MT);60
5101001;Araguaiana (MT);3189
5101209;Araguainha (MT);787
5101258;Araputanga (MT);1106
5101308;Arenápolis (MT);4038
5101407;Aripuanã (MT);8340
5101605;Barão de Melgaço (MT);91
5101704;Barra do Bugres (MT);51093
5101803;Barra do Garças (MT);29124
5101852;Bom Jesus do Araguaia (MT);151416
5101902;Brasnorte (MT);388846
5102504;Cáceres (MT);16112
5102603;Campinápolis (MT);37702
5102637;Campo Novo do Parecis (MT);781689
5102678;Campo Verde (MT);393375
5102686;Campos de Júlio (MT);385130
5102694;Canabrava do Norte (MT);38135
5102702;Canarana (MT);357964
5102793;Carlinda (MT);17230
5102850;Castanheira (MT);552
5103007;Chapada dos Guimarães (MT);51823
5103056;Cláudia (MT);178057
5103106;Cocalinho (MT);10340
5103205;Colíder (MT);24711
5103254;Colniza (MT);13247
5103304;Comodoro (MT);128027
5103353;Confresa (MT);56550
5103361;Conquista D'Oeste (MT);8744
5103379;Cotriguaçu (MT);4809
5103403;Cuiabá (MT);1004
5103437;Curvelândia (MT);4351
5103452;Denise (MT);57494
5103502;Diamantino (MT);685766
5103601;Dom Aquino (MT);73595
5103700;Feliz Natal (MT);237900
5103809;Figueirópolis D'Oeste (MT);80
5103858;Gaúcha do Norte (MT);312255
5103908;General Carneiro (MT);86350
5103957;Glória D'Oeste (MT);2516
5104104;Guarantã do Norte (MT);24115
5104203;Guiratinga (MT);105460
5104500;Indiavaí (MT);210
5104526;Ipiranga do Norte (MT);381515
5104542;Itanhangá (MT);161445
5104559;Itaúba (MT);72416
5104609;Itiquira (MT);296076
5104807;Jaciara (MT);80395
5104906;Jangada (MT);1564
5105002;Jauru (MT);193
5105101;Juara (MT);68962
5105150;Juína (MT);15910
5105176;Juruena (MT);2600
5105200;Juscimeira (MT);45702
5105234;Lambari D'Oeste (MT);10875
5105259;Lucas do Rio Verde (MT);451079
5105309;Luciara (MT);1225
5105507;Vila Bela da Santíssima Trindade (MT);42130
5105580;Marcelândia (MT);91211
5105606;Matupá (MT);79608
5105622;Mirassol d'Oeste (MT);10897
5105903;Nobres (MT);64902
5106000;Nortelândia (MT);39825
5106109;Nossa Senhora do Livramento (MT);1984
5106158;Nova Bandeirantes (MT);1314
5106174;Nova Nazaré (MT);18315
5106182;Nova Lacerda (MT);26355
5106190;Nova Santa Helena (MT);35494
5106208;Nova Brasilândia (MT);17342
5106216;Nova Canaã do Norte (MT);64769
5106224;Nova Mutum (MT);704911
5106232;Nova Olímpia (MT);23537
5106240;Nova Ubiratã (MT);702298
5106257;Nova Xavantina (MT);81155
5106265;Novo Mundo (MT);69863
5106273;Novo Horizonte do Norte (MT);8212
5106281;Novo São Joaquim (MT);116197
5106299;Paranaíta (MT);11774
5106307;Paranatinga (MT);382117
5106315;Novo Santo Antônio (MT);2575
5106372;Pedra Preta (MT);115853
5106422;Peixoto de Azevedo (MT);47965
5106455;Planalto da Serra (MT);29393
5106505;Poconé (MT);8944
5106653;Pontal do Araguaia (MT);1932
5106703;Ponte Branca (MT);167
5106752;Pontes e Lacerda (MT);33646
5106778;Porto Alegre do Norte (MT);49244
5106802;Porto dos Gaúchos (MT);304476
5106828;Porto Esperidião (MT);4015
5106851;Porto Estrela (MT);1362
5107008;Poxoréu (MT);105172
5107040;Primavera do Leste (MT);437497
5107065;Querência (MT);489581
5107107;São José dos Quatro Marcos (MT);3011
5107156;Reserva do Cabaçal (MT);90
5107180;Ribeirão Cascalheira (MT);105850
5107198;Ribeirãozinho (MT);29587
5107206;Rio Branco (MT);622
5107248;Santa Carmem (MT);202828
5107263;Santo Afonso (MT);21678
5107297;São José do Povo (MT);190
5107305;São José do Rio Claro (MT);204291
5107354;São José do Xingu (MT);138210
5107404;São Pedro da Cipa (MT);3614
5107578;Rondolândia (MT);366
5107602;Rondonópolis (MT);122378
5107701;Rosário Oeste (MT);35007
5107743;Santa Cruz do Xingu (MT);44300
5107750;Salto do Céu (MT);2285
5107768;Santa Rita do Trivelato (MT);278757
5107776;Santa Terezinha (MT);41138
5107792;Santo Antônio do Leste (MT);187680
5107800;Santo Antônio do Leverger (MT);39633
5107859;São Félix do Araguaia (MT);326284
5107875;Sapezal (MT);673983
5107883;Serra Nova Dourada (MT);6555
5107909;Sinop (MT);272654
5107925;Sorriso (MT);1163286
5107941;Tabaporã (MT);257213
5107958;Tangará da Serra (MT);175969
5108006;Tapurah (MT);314585
5108055;Terra Nova do Norte (MT);30748
5108105;Tesouro (MT);41414
5108204;Torixoréu (MT);20440
5108303;União do Sul (MT);104170
5108352;Vale de São Domingos (MT);295
5108402;Várzea Grande (MT);151
5108501;Vera (MT);228131
5108600;Vila Rica (MT);55020
5108808;Nova Guarita (MT);19079
5108857;Nova Marilândia (MT);26135
5108907;Nova Maringá (MT);298415
5108956;Nova Monte Verde (MT);3163
5200050;Abadia de Goiás (GO);390
5200100;Abadiânia (GO);9536
5200134;Acreúna (GO);121875
5200159;Adelândia (GO);414
5200175;Água Fria de Goiás (GO);71962
5200209;Água Limpa (GO);174
5200258;Águas Lindas de Goiás (GO);797
5200308;Alexânia (GO);9433
5200506;Aloândia (GO);3525
5200555;Alto Horizonte (GO);558
5200605;Alto Paraíso de Goiás (GO);21565
5200803;Alvorada do Norte (GO);2647
5200829;Amaralina (GO);5034
5200852;Americano do Brasil (GO);1555
5200902;Amorinópolis (GO);4540
5201108;Anápolis (GO);7007
5201207;Anhanguera (GO);5
5201306;Anicuns (GO);12750
5201405;Aparecida de Goiânia (GO);127
5201454;Aparecida do Rio Doce (GO);1245
5201504;Aporé (GO);26950
5201603;Araçu (GO);1398
5201702;Aragarças (GO);930
5201801;Aragoiânia (GO);260
5202155;Araguapaz (GO);1373
5202353;Arenópolis (GO);8075
5202502;Aruanã (GO);6815
5202601;Aurilândia (GO);135
5202809;Avelinópolis (GO);3150
5203104;Baliza (GO);7080
5203203;Barro Alto (GO);11865
5203302;Bela Vista de Goiás (GO);26999
5203401;Bom Jardim de Goiás (GO);9945
5203500;Bom Jesus de Goiás (GO);126832
5203559;Bonfinópolis (GO);702
5203575;Bonópolis (GO);11432
5203609;Brazabrantes (GO);329
5203807;Britânia (GO);5125
5203906;Buriti Alegre (GO);22100
5203939;Buriti de Goiás (GO);220
5203962;Buritinópolis (GO);-9999
5204003;Cabeceiras (GO);53769
5204102;Cachoeira Alta (GO);9061
5204201;Cachoeira de Goiás (GO);50
5204250;Cachoeira Dourada (GO);24506
5204300;Caçu (GO);27833
5204409;Caiapônia (GO);74017
5204508;Caldas Novas (GO);52285
5204557;Caldazinha (GO);617
5204607;Campestre de Goiás (GO);1598
5204656;Campinaçu (GO);2239
5204706;Campinorte (GO);13156
5204805;Campo Alegre de Goiás (GO);97544
5204854;Campo Limpo de Goiás (GO);1253
5204904;Campos Belos (GO);-9999
5204953;Campos Verdes (GO);79
5205000;Carmo do Rio Verde (GO);10260
5205059;Castelândia (GO);9810
5205109;Catalão (GO);142333
5205208;Caturaí (GO);1651
5205307;Cavalcante (GO);350
5205406;Ceres (GO);1740
5205455;Cezarina (GO);3270
5205471;Chapadão do Céu (GO);201720
5205497;Cidade Ocidental (GO);6430
5205513;Cocalzinho de Goiás (GO);14191
5205521;Colinas do Sul (GO);81
5205703;Córrego do Ouro (GO);155
5205802;Corumbá de Goiás (GO);7200
5205901;Corumbaíba (GO);9730
5206206;Cristalina (GO);364525
5206305;Cristianópolis (GO);3930
5206404;Crixás (GO);668
5206503;Cromínia (GO);1330
5206602;Cumari (GO);2022
5206701;Damianópolis (GO);-9999
5206800;Damolândia (GO);223
5206909;Davinópolis (GO);1820
5207105;Diorama (GO);4002
5207253;Doverlândia (GO);28250
5207352;Edealina (GO);32030
5207402;Edéia (GO);80156
5207501;Estrela do Norte (GO);1759
5207535;Faina (GO);170
5207600;Fazenda Nova (GO);88
5207808;Firminópolis (GO);9597
5207907;Flores de Goiás (GO);35350
5208004;Formosa (GO);34579
5208103;Formoso (GO);327
5208152;Gameleira de Goiás (GO);39034
5208301;Divinópolis de Goiás (GO);-9999
5208400;Goianápolis (GO);4222
5208509;Goiandira (GO);2435
5208608;Goianésia (GO);25020
5208707;Goiânia (GO);1210
5208806;Goianira (GO);5024
5208905;Goiás (GO);6265
5209101;Goiatuba (GO);173038
5209150;Gouvelândia (GO);30991
5209200;Guapó (GO);2503
5209291;Guaraíta (GO);460
5209408;Guarani de Goiás (GO);494
5209457;Guarinos (GO);30
5209606;Heitoraí (GO);1176
5209705;Hidrolândia (GO);8030
5209804;Hidrolina (GO);5170
5209903;Iaciara (GO);1448
5209937;Inaciolândia (GO);32692
5209952;Indiara (GO);35940
5210000;Inhumas (GO);11259
5210109;Ipameri (GO);136043
5210158;Ipiranga de Goiás (GO);6070
5210208;Iporá (GO);4200
5210307;Israelândia (GO);930
5210406;Itaberaí (GO);50563
5210562;Itaguari (GO);913
5210604;Itaguaru (GO);1242
5210802;Itajá (GO);45
5210901;Itapaci (GO);10080
5211008;Itapirapuã (GO);1225
5211206;Itapuranga (GO);9329
5211305;Itarumã (GO);17473
5211404;Itauçu (GO);2143
5211503;Itumbiara (GO);90058
5211602;Ivolândia (GO);3361
5211701;Jandaia (GO);22372
5211800;Jaraguá (GO);7638
5211909;Jataí (GO);543200
5212006;Jaupaci (GO);2170
5212055;Jesúpolis (GO);195
5212105;Joviânia (GO);34459
5212204;Jussara (GO);15135
5212253;Lagoa Santa (GO);20
5212303;Leopoldo de Bulhões (GO);12241
5212501;Luziânia (GO);98757
5212600;Mairipotaba (GO);4616
5212709;Mambaí (GO);60
5212808;Mara Rosa (GO);6814
5212907;Marzagão (GO);2075
5212956;Matrinchã (GO);6715
5213004;Maurilândia (GO);26840
5213053;Mimoso de Goiás (GO);39050
5213087;Minaçu (GO);1807
5213103;Mineiros (GO);233400
5213400;Moiporá (GO);350
5213509;Monte Alegre de Goiás (GO);540
5213707;Montes Claros de Goiás (GO);45800
5213756;Montividiu (GO);265890
5213772;Montividiu do Norte (GO);3776
5213806;Morrinhos (GO);68920
5213855;Morro Agudo de Goiás (GO);205
5213905;Mossâmedes (GO);1820
5214002;Mozarlândia (GO);1328
5214051;Mundo Novo (GO);1345
5214101;Mutunópolis (GO);1234
5214408;Nazário (GO);1965
5214507;Nerópolis (GO);678
5214606;Niquelândia (GO);61092
5214705;Nova América (GO);1020
5214804;Nova Aurora (GO);360
5214838;Nova Crixás (GO);10560
5214861;Nova Glória (GO);14350
5214879;Nova Iguaçu de Goiás (GO);203
5214903;Nova Roma (GO);612
5215009;Nova Veneza (GO);202
5215207;Novo Brasil (GO);185
5215231;Novo Gama (GO);430
5215256;Novo Planalto (GO);11881
5215306;Orizona (GO);47788
5215405;Ouro Verde de Goiás (GO);1235
5215504;Ouvidor (GO);2234
5215603;Padre Bernardo (GO);73315
5215652;Palestina de Goiás (GO);14700
5215702;Palmeiras de Goiás (GO);59915
5215801;Palmelo (GO);787
5215900;Palminópolis (GO);3794
5216007;Panamá (GO);12933
5216304;Paranaiguara (GO);20264
5216403;Paraúna (GO);211924
5216452;Perolândia (GO);83800
5216809;Petrolina de Goiás (GO);2245
5216908;Pilar de Goiás (GO);80
5217104;Piracanjuba (GO);94037
5217203;Piranhas (GO);15708
5217302;Pirenópolis (GO);5690
5217401;Pires do Rio (GO);6445
5217609;Planaltina (GO);28325
5217708;Pontalina (GO);41167
5218003;Porangatu (GO);19876
5218052;Porteirão (GO);44950
5218102;Portelândia (GO);40500
5218300;Posse (GO);4985
5218391;Professor Jamil (GO);1192
5218508;Quirinópolis (GO);109074
5218607;Rialma (GO);4080
5218706;Rianápolis (GO);1502
5218789;Rio Quente (GO);303
5218805;Rio Verde (GO);696333
5218904;Rubiataba (GO);6730
5219001;Sanclerlândia (GO);505
5219100;Santa Bárbara de Goiás (GO);1925
5219209;Santa Cruz de Goiás (GO);23328
5219258;Santa Fé de Goiás (GO);4690
5219308;Santa Helena de Goiás (GO);118035
5219357;Santa Isabel (GO);8985
5219407;Santa Rita do Araguaia (GO);9700
5219456;Santa Rita do Novo Destino (GO);12450
5219506;Santa Rosa de Goiás (GO);1105
5219605;Santa Tereza de Goiás (GO);2339
5219704;Santa Terezinha de Goiás (GO);403
5219712;Santo Antônio da Barra (GO);20838
5219738;Santo Antônio de Goiás (GO);417
5219753;Santo Antônio do Descoberto (GO);2980
5219803;São Domingos (GO);1133
5219902;São Francisco de Goiás (GO);1152
5220009;São João d'Aliança (GO);73637
5220058;São João da Paraúna (GO);4755
5220108;São Luís de Montes Belos (GO);2090
5220157;São Luiz do Norte (GO);22296
5220207;São Miguel do Araguaia (GO);8855
5220264;São Miguel do Passa Quatro (GO);16410
5220280;São Patrício (GO);2035
5220405;São Simão (GO);13115
5220454;Senador Canedo (GO);825
5220504;Serranópolis (GO);65900
5220603;Silvânia (GO);118584
5220686;Simolândia (GO);1070
5220702;Sítio d'Abadia (GO);9382
5221007;Taquaral de Goiás (GO);906
5221080;Teresina de Goiás (GO);130
5221197;Terezópolis de Goiás (GO);1034
5221304;Três Ranchos (GO);679
5221403;Trindade (GO);6604
5221452;Trombas (GO);377
5221502;Turvânia (GO);8763
5221551;Turvelândia (GO);56224
5221577;Uirapuru (GO);149
5221601;Uruaçu (GO);34341
5221700;Uruana (GO);11651
5221809;Urutaí (GO);4910
5221858;Valparaíso de Goiás (GO);-9999
5221908;Varjão (GO);1375
5222005;Vianópolis (GO);58393
5222054;Vicentinópolis (GO);48106
5222203;Vila Boa (GO);8936
5222302;Vila Propício (GO);41795
5300108;Brasília (DF);165445
;;
